"Time","Amount"
132505,26.57
132505,2.99
132506,2.28
132506,2.99
132506,1
132507,60.42
132507,127
132508,10
132508,274.6
132508,8.99
132508,53.35
132509,1
132509,129.9
132509,16
132510,207
132510,177
132511,28.75
132511,0.75
132511,1
132511,200
132511,200
132512,203
132512,134
132513,10.9
132514,67
132514,915.9
132514,7.87
132514,78.95
132514,56.36
132514,1
132515,9.99
132516,51
132516,19.95
132516,59.53
132516,75.1
132517,25.05
132518,19.95
132518,0.76
132519,35
132519,1
132520,153.84
132520,166.41
132520,4.71
132521,158.9
132521,15.75
132523,1.29
132523,149.22
132523,0.77
132523,73.9
132523,8.75
132526,10.62
132526,2.35
132527,147
132529,150
132529,145
132529,456.6
132530,69.8
132531,120.61
132531,23.9
132531,9.99
132531,64.99
132532,19.58
132533,389.72
132533,9.99
132533,7.9
132534,0.76
132535,37.85
132535,14.99
132535,79.39
132535,30
132536,0.89
132537,30
132537,8.9
132537,500
132538,16.99
132538,74
132538,0.28
132538,21.8
132539,27.99
132540,70.65
132540,0.01
132541,1.98
132541,28.93
132541,204.93
132541,8.91
132542,17.23
132542,198.1
132542,26.8
132543,84.5
132543,14.98
132543,55.41
132543,2.49
132544,5.91
132545,82.12
132545,8.97
132546,199.99
132547,2.32
132547,11.8
132547,700
132547,3.7
132547,58
132549,15
132549,120
132549,80
132549,120.4
132550,130
132551,51
132551,19.95
132551,8.96
132551,0.01
132552,9.99
132552,19.1
132552,7.57
132553,59
132553,3.59
132553,305
132554,10
132556,42.83
132556,22.4
132557,39.99
132557,183.02
132558,39.98
132558,8.06
132559,0.89
132559,10.5
132559,22.99
132560,1.29
132561,20
132562,120
132562,19.33
132562,299.84
132562,0.89
132563,85
132564,1
132564,0.76
132565,134.95
132565,12
132566,38.05
132566,5.95
132567,100.61
132567,150
132568,3.6
132569,20
132569,0.76
132570,50.45
132571,5
132571,12.25
132571,22
132572,9.84
132573,14.05
132573,85.53
132573,82.61
132573,77.71
132574,27.95
132574,200
132574,456
132575,40.54
132576,348
132576,24.27
132576,36.26
132576,1.79
132577,70.56
132577,9.99
132577,160
132579,129
132580,13.36
132581,2.58
132584,15
132584,378.99
132585,1.29
132585,30
132586,129.01
132587,1
132587,11.35
132587,4.57
132588,1
132589,19
132589,10.62
132589,11
132589,59.29
132590,150.18
132590,29
132590,11.76
132591,69
132591,619
132593,25.31
132593,281.86
132593,28.75
132595,4.26
132595,19.95
132596,335.78
132596,0.89
132597,1.6
132598,200
132598,10.98
132598,9.49
132598,883.25
132598,69
132599,18
132599,4.46
132600,1.98
132601,101.53
132601,15.13
132602,45.7
132602,36.26
132604,49.95
132604,1
132604,12.34
132604,59.29
132604,15
132605,20
132606,326.42
132606,9.54
132606,139.98
132606,69.99
132606,91
132606,22.65
132607,3.87
132608,49.9
132608,2
132610,59.79
132612,16.99
132613,129
132613,8
132613,37.83
132613,19.02
132613,122.05
132613,30.9
132614,75.27
132614,7.57
132616,12
132616,30.9
132617,31.2
132617,1.79
132617,6
132618,105.54
132618,75
132619,144
132619,39.95
132619,53.2
132620,1730
132620,43.16
132621,242.32
132621,4
132621,2.36
132621,260
132621,0.89
132622,63.37
132622,100
132623,1
132623,1.46
132624,6.1
132625,9.99
132625,150
132626,440.93
132626,129
132627,27.83
132627,397.58
132628,59.7
132628,178
132628,19.26
132629,344
132629,134.58
132630,3.94
132630,1
132630,30.89
132630,29.15
132631,10
132631,32.9
132631,18.93
132631,1
132631,385.62
132631,139.4
132632,30
132632,300
132633,10
132633,8.99
132633,17.1
132634,4.49
132634,150
132634,10.78
132634,75.3
132635,10
132637,6.95
132637,9.06
132638,305
132638,8
132639,20.99
132639,15
132640,51.45
132641,61.45
132642,10.59
132642,422.35
132643,44.99
132643,1.19
132644,1.29
132644,11
132644,46
132644,150
132645,0.89
132645,13.37
132646,250
132646,19.85
132647,48.55
132648,123.3
132648,211.65
132648,19.95
132648,37.85
132650,1.98
132650,40.82
132650,253
132651,15.5
132652,2.67
132652,24.19
132652,14.23
132653,6.24
132653,352.55
132653,56.74
132653,40
132654,15
132654,9.5
132654,250
132654,605.42
132656,7.62
132656,22
132656,47.25
132657,19.8
132658,48.4
132658,3.8
132659,1.69
132660,1
132660,15
132660,67
132661,7.49
132661,75
132661,10.62
132661,144.08
132662,34.79
132662,0.28
132662,19.99
132663,1.88
132664,15.75
132664,300
132664,40.99
132665,15
132665,300
132665,0.77
132666,5.6
132667,15
132667,44.99
132667,29.99
132667,9.99
132667,1000
132668,56.92
132669,1.29
132669,20.33
132669,139.4
132670,11.69
132670,3.85
132670,4.39
132671,9.86
132671,154.76
132672,21.28
132672,7.99
132672,15.73
132673,2
132673,324.4
132674,279.17
132675,250
132675,113.5
132676,156.4
132676,11.5
132677,4.71
132678,1000
132679,17.99
132679,142.56
132679,273.31
132679,2.23
132679,62.3
132679,234
132680,1
132681,10
132681,15
132681,49.63
132681,110.09
132682,42.03
132682,15.99
132683,1.98
132684,226.32
132684,1.98
132685,333.13
132685,5.78
132686,0.76
132686,183.02
132686,1.2
132686,6.01
132688,1
132688,15
132689,1
132690,53.62
132691,7.63
132691,66.94
132692,0.89
132692,0.89
132692,12.31
132692,64.24
132692,381.12
132692,200
132693,2.72
132694,15
132695,1134.94
132695,4.49
132695,87.95
132695,8.99
132696,350
132696,5.6
132697,25.9
132697,146
132698,545.6
132698,572.82
132699,704.51
132699,704.51
132699,677.4
132699,677.4
132699,20
132701,13.9
132701,19.99
132701,28.49
132701,20
132701,1.51
132702,3.2
132702,75.32
132704,20
132704,49.95
132705,15
132705,6.16
132706,397.23
132706,4.37
132709,1.98
132709,150
132709,60
132710,5
132710,15
132711,23.5
132711,64.98
132711,36.49
132712,19.99
132712,499.95
132713,15
132713,98.85
132714,785.18
132714,119
132714,17.95
132715,59.73
132715,15
132716,30.9
132716,11.5
132716,55.7
132716,94
132717,69
132717,19
132717,10.62
132718,335.22
132719,1.16
132720,577.9
132721,2.58
132721,16.6
132721,9.99
132722,50
132722,15
132722,40.89
132723,8.99
132724,51.7
132724,10
132724,293.1
132725,50
132725,4.49
132725,98.84
132725,5.95
132726,105
132726,543
132726,119.83
132727,12
132728,1000
132728,1
132728,328.2
132729,1.5
132730,23.06
132730,90.95
132730,500
132732,52.99
132732,9.95
132733,75
132734,217
132734,64.48
132735,0.89
132736,8.27
132736,118.97
132737,237.11
132738,7.55
132739,12.99
132740,4
132741,172.1
132741,2.69
132741,59.98
132741,3.55
132742,7.87
132742,184.5
132743,256
132744,153.4
132745,12.9
132746,1.29
132746,29.56
132749,4.55
132749,350
132750,34
132752,13.95
132752,1.83
132752,21.83
132754,1
132754,19.99
132755,32.6
132757,1.29
132758,1
132758,2.69
132758,44.7
132758,56.36
132759,9.99
132759,1.29
132759,500
132760,15.69
132760,16.85
132760,15.47
132760,1
132762,16.5
132763,49.9
132764,22.72
132764,60.98
132765,22.63
132765,290
132766,18.72
132766,431.24
132767,47.97
132768,272
132769,98
132769,5
132771,54
132772,452.34
132772,100
132773,27.5
132774,200
132775,59.93
132775,1
132775,7.2
132775,35.57
132777,94
132777,25
132779,59.07
132779,1
132779,2.16
132779,6454.74
132780,1.98
132780,46.93
132781,47.96
132781,16.99
132782,19.2
132782,408.9
132782,0.76
132783,180
132783,457
132784,59
132784,169.28
132785,28.84
132785,99
132786,297.56
132786,12
132787,45
132788,1096.32
132788,10
132788,9.99
132789,25
132789,2.97
132789,24.77
132790,0.77
132791,0.77
132791,7.08
132791,158.4
132792,151.3
132792,6.99
132792,44.11
132793,49
132793,190
132793,147.5
132794,103.34
132794,1
132795,1600
132795,5
132795,8.8
132795,10
132796,36
132796,142.54
132796,13.19
132796,11.83
132796,11.83
132796,8.66
132796,8.66
132798,0.76
132798,132
132798,3.84
132798,39.85
132799,150
132800,234.98
132800,1
132801,1.98
132801,3.14
132802,835
132802,79.89
132802,21.99
132802,8.73
132804,1.29
132804,9.99
132804,15
132804,9
132805,18.39
132806,114
132806,15
132806,73.75
132808,1.79
132808,408.61
132808,179.96
132809,94.8
132809,3.99
132811,1.98
132811,10
132812,16.9
132812,5.99
132812,111.31
132812,0.74
132813,1223.62
132814,84.95
132814,2.69
132815,227
132815,12.31
132815,4
132816,36
132816,1
132818,260.51
132818,17
132819,4.98
132819,37.75
132820,66.5
132820,7.97
132820,86.6
132820,4.99
132820,30
132821,782.67
132821,42
132822,9.99
132822,100.64
132822,27.95
132822,11
132822,0.89
132822,22.33
132822,79.99
132823,104.9
132823,11.84
132824,1.58
132824,157.76
132825,5.99
132826,1
132826,80
132826,214.7
132827,0.89
132827,49.99
132827,0.89
132827,23.8
132828,183.02
132828,8.96
132828,55
132828,59.39
132829,43.9
132829,7.74
132830,5.99
132831,18.99
132831,176.02
132831,1.98
132831,306.2
132832,0.89
132832,97.39
132832,8
132833,15.78
132833,1
132833,50
132834,1
132835,1
132836,125
132836,19.3
132836,91.51
132837,119.64
132837,85.25
132838,82
132838,20
132841,14.4
132842,192.1
132843,0.76
132843,15
132844,152.5
132844,20.2
132844,29.95
132844,3.96
132845,4.49
132845,19.95
132845,21.8
132846,51.2
132846,23.85
132846,173.36
132847,1
132848,16.35
132848,5.49
132849,1.46
132849,40
132850,59.95
132850,17.6
132850,8.62
132851,276.69
132851,21.18
132852,152.65
132852,255.34
132852,603.79
132852,4.69
132852,79.28
132853,61.66
132853,59.8
132853,5.9
132854,189.81
132854,12.97
132854,14.32
132854,16.73
132854,60.5
132854,5.48
132854,23.3
132854,150
132854,0.77
132855,20.97
132856,257.86
132856,127.69
132856,9.63
132857,7.61
132857,19.59
132857,14.69
132858,4.49
132858,103.19
132859,5
132859,213.98
132860,0.78
132860,27.77
132860,157.86
132861,100.38
132861,5.05
132861,67.88
132861,1
132862,80
132862,74.95
132862,4.72
132862,11.5
132863,0.99
132863,3
132864,1.29
132865,1.98
132865,1.98
132866,250
132866,24
132867,75.2
132867,8.61
132868,9
132868,18.5
132869,4.75
132869,199
132870,24.95
132870,15
132870,54.95
132871,2.69
132871,95
132873,581.92
132873,7
132874,58.56
132875,27.95
132875,54
132876,64.9
132876,398.72
132877,17
132878,52.96
132878,1291.77
132878,31.92
132878,57.5
132878,361.02
132879,1.98
132880,62.28
132880,50
132881,600
132881,30.74
132882,327.85
132882,252
132882,38.69
132883,39.99
132884,4.99
132884,7.5
132885,5
132885,24.5
132886,27
132886,54.85
132887,160.71
132887,5.38
132888,23.5
132888,54.99
132888,0.89
132888,3.78
132890,2.75
132891,9.13
132892,73.03
132892,0.99
132892,0
132892,1.98
132894,6
132894,87.8
132895,58.45
132896,248
132897,11.35
132899,29.7
132899,184.98
132899,1
132900,11.41
132900,9.15
132900,12
132900,0.92
132901,16.92
132901,49.95
132901,4.49
132902,8.99
132902,38
132902,5.5
132903,13.56
132903,1
132903,3.5
132904,103.3
132904,4
132904,262
132904,406.29
132905,87
132905,1
132905,8.99
132906,1
132906,149.9
132907,2.69
132907,139
132907,8.95
132908,55.78
132908,56
132909,4.72
132909,7.18
132910,29.92
132910,27.27
132910,19.9
132911,61
132912,14.66
132913,20
132913,1
132913,24.99
132914,45
132915,19.9
132915,4.99
132916,1
132916,11.5
132920,29.56
132920,100
132920,30.32
132921,15
132922,1
132922,20.94
132923,0.77
132924,134.4
132924,11.9
132924,9.99
132926,67.26
132926,5
132926,34.99
132926,605.04
132927,25
132927,40.46
132927,22
132928,1745.4
132928,40.29
132929,118.58
132929,55.95
132929,0.79
132929,30.9
132930,1.78
132930,5.37
132930,18.21
132931,37.9
132931,378
132931,70.96
132931,0.76
132932,165
132933,1.29
132934,154.76
132934,25
132936,64
132936,1
132937,2.69
132938,2
132938,2.23
132939,18.18
132940,112
132940,24.99
132940,1.98
132940,0.99
132940,7
132941,49.9
132941,114.78
132942,43.09
132942,375
132942,473.85
132943,15.43
132943,16.98
132943,10
132943,54.95
132944,0
132944,19.95
132946,72.65
132946,122.65
132946,40
132946,1.46
132947,6.89
132947,28.87
132947,25
132947,329.42
132948,9.99
132948,276
132948,64.99
132949,0.99
132950,230
132950,40
132950,131
132950,65.98
132951,289.27
132951,1
132951,3.59
132952,73
132955,10.02
132956,84.95
132956,99.98
132958,329.94
132958,12.31
132958,75.45
132958,5.49
132958,249.79
132961,186.72
132963,104.45
132963,48.83
132964,15.73
132964,1
132965,43.9
132965,64.64
132966,208.69
132967,29.99
132967,31.95
132968,78.98
132970,14.1
132970,0.77
132970,72.3
132970,0.92
132970,792.02
132971,5.74
132971,1
132971,2061.8
132972,21.99
132973,79.59
132973,49
132974,59.99
132974,0.76
132975,1.98
132976,212.2
132976,100.99
132976,500
132977,25
132978,9.99
132978,89.8
132978,20
132980,18.52
132980,7.83
132980,19.78
132981,17.99
132982,139.4
132982,1.98
132983,15.75
132983,49.99
132984,1
132984,41.96
132984,42.63
132985,20
132985,15
132985,5
132986,296.1
132986,7.7
132986,9.6
132987,3.62
132987,4.49
132987,25.9
132988,200
132988,44.5
132989,26.88
132989,11.49
132989,89.72
132989,44.8
132990,28.5
132990,23.72
132990,64
132991,38.71
132991,29.56
132991,19.95
132992,5.5
132992,897
132992,127.69
132993,0.99
132993,9.99
132993,11.92
132994,197.23
132994,49.49
132994,24
132995,200
132995,1.79
132996,18.39
132996,17.56
132996,84
132996,86.02
132996,199
132997,16.23
132997,38.97
132997,1.85
132998,0.77
132999,94.32
132999,35.95
132999,170.64
133001,20
133001,5.76
133001,6.57
133001,30
133001,4.54
133002,1.98
133003,19.6
133004,24.85
133004,63
133004,8.99
133004,26.99
133005,1
133005,574.58
133006,46.94
133006,118.8
133006,10
133007,45.93
133008,12.79
133008,5.64
133009,1
133009,264.99
133010,55.66
133010,593.48
133010,62.85
133011,24.39
133012,55.25
133012,12
133012,15
133012,177.75
133013,1.99
133013,9.99
133013,319.6
133013,29.95
133013,15.21
133015,44.85
133016,62.99
133016,1.99
133016,15
133016,13.5
133017,10.12
133018,82
133018,97.73
133019,75.65
133019,319.6
133021,0.89
133021,26.47
133021,2.23
133023,1.98
133023,2.71
133023,106.39
133024,4.49
133025,1
133025,170
133026,169
133027,10.62
133028,180
133028,1
133028,200
133029,127.01
133030,265.2
133031,4.49
133032,12.93
133032,7.87
133034,1
133034,153.22
133035,26.33
133035,136
133035,78.86
133036,3.78
133036,493.36
133037,37.11
133037,12.5
133038,25.95
133038,49.96
133040,10.45
133040,11.5
133040,8.36
133043,19.91
133044,75
133045,34.14
133045,109
133045,4.49
133046,59.57
133047,15
133048,39.94
133048,5
133049,183
133049,50
133049,3.59
133049,82
133050,1.78
133050,8.99
133050,29.95
133051,237.28
133052,1
133052,70.8
133053,1.98
133053,0.92
133053,4.13
133054,120
133055,72.21
133055,3.78
133055,25
133056,31.46
133056,9.98
133057,5
133058,89
133059,39
133059,1
133059,276.88
133060,7.74
133060,9.72
133061,9.99
133061,55
133061,1.98
133061,109
133062,52.2
133062,9.99
133064,1
133064,28
133064,1.79
133065,1
133066,197.42
133066,20
133066,4.99
133067,183.02
133067,12.66
133067,16.24
133067,15
133068,17.89
133068,42.81
133069,39.99
133069,85.67
133069,73.9
133070,9.81
133070,7.63
133070,74.82
133071,8
133071,9.08
133071,11.9
133072,4.95
133072,46.4
133072,8.99
133073,34.96
133073,16.06
133074,59.9
133074,26
133075,210
133075,114.98
133075,0.77
133075,937.04
133076,406
133076,5.99
133076,0.89
133076,446.5
133076,38
133076,1
133077,12.31
133078,55.04
133078,9.52
133080,109.92
133080,235.2
133080,19.95
133081,36.29
133082,32.92
133083,88.23
133083,128
133083,49.9
133083,36.49
133084,43
133085,24.9
133085,42.69
133086,148
133086,58.7
133086,66.66
133087,165.3
133087,20.99
133088,1
133088,14
133088,25
133092,234.15
133092,197.22
133092,49.99
133094,79.19
133094,48
133095,0.76
133095,381.68
133095,2.28
133095,100
133096,57.8
133096,100.53
133097,55.66
133097,12.32
133098,38
133099,0
133099,1
133099,0.89
133100,827.8
133100,4.93
133100,3.56
133101,118.08
133101,29
133102,0.01
133102,36
133102,0.01
133102,125.29
133103,404.87
133103,550.77
133103,154.57
133104,9.99
133105,39.5
133105,34.47
133105,0
133106,8.04
133106,431.75
133106,150.4
133107,60.69
133107,12.03
133107,69
133109,7.7
133109,6
133109,2.69
133110,17.1
133111,23.93
133111,271.64
133112,12.31
133112,303.43
133112,24.69
133113,22.68
133114,48.56
133114,134.62
133114,85
133117,18.4
133118,17.77
133118,21
133120,190.86
133120,15.98
133120,1
133121,0.89
133122,5.89
133122,20.9
133122,8
133122,173.48
133122,80
133123,18.18
133124,34
133125,65.93
133125,20.99
133126,0.89
133126,1.29
133128,1.98
133128,1.79
133128,51.75
133128,100
133128,15
133129,39.32
133129,9.99
133130,38.01
133131,13.64
133133,76.05
133133,29.99
133133,26
133133,9.99
133133,76
133134,161.93
133134,58.36
133135,125.42
133135,2.48
133135,104.9
133135,101.15
133136,35.9
133136,5
133136,505.9
133137,909.78
133137,399.61
133137,13.99
133138,233
133138,228.94
133138,88
133139,36.25
133139,29.99
133140,13.98
133140,2.27
133141,11.5
133141,54.1
133141,105
133142,20
133142,840.21
133142,1.99
133143,34.66
133143,19.48
133143,15
133143,0.89
133143,20
133144,440.59
133144,32
133144,1
133144,2.36
133145,47.25
133146,18.39
133147,4.46
133147,114.2
133147,0.89
133148,2.99
133148,1.98
133148,19.14
133149,15.69
133149,43.67
133150,240
133150,160.33
133151,49.95
133152,2
133152,45.43
133152,2.69
133153,9.99
133154,17
133155,15.72
133155,95.4
133156,301.43
133156,93.6
133156,82
133157,19.72
133157,0.89
133157,44.22
133157,1
133157,105.87
133158,1
133159,0.77
133159,170
133160,225.21
133160,238.32
133161,1860
133161,2.86
133161,68.33
133162,4
133162,12
133162,16
133162,23.48
133163,31
133164,55
133165,1
133166,120.5
133167,2
133167,36.97
133168,16
133168,10.64
133169,49.85
133170,5
133170,18.96
133170,4.98
133171,22.3
133171,148
133171,2
133171,65
133171,245.16
133172,115.5
133172,32.02
133172,8.98
133174,36.98
133174,18.96
133174,7.7
133174,8.57
133175,29.95
133175,70
133176,5.99
133176,0.89
133176,19.29
133177,155.8
133177,11.46
133178,5.69
133180,50
133180,4.99
133181,16.12
133181,29.99
133182,1335
133182,121.2
133183,364
133183,83.76
133183,0.76
133184,196.61
133184,1335
133185,188.9
133186,191
133187,20.09
133187,2.86
133188,32.75
133188,65.01
133190,40
133191,17.99
133191,12.67
133192,11.5
133192,64.99
133193,176.9
133193,1.98
133195,2.69
133196,5
133196,472
133196,1
133196,190.2
133197,78
133197,10
133197,3.7
133197,30.7
133200,7.95
133200,1
133201,14.9
133201,1.57
133201,0.76
133201,42.94
133202,124.02
133202,25
133203,0.89
133203,93.58
133204,15
133204,23.39
133204,146
133205,50.66
133205,51.15
133205,8.99
133205,5.38
133205,0.76
133205,38.52
133206,1
133206,45.9
133207,2.39
133207,213.13
133207,0.89
133207,1600
133207,617.58
133208,213.23
133209,417.41
133209,1.98
133209,22.09
133210,76.9
133211,9.3
133211,24.99
133211,64.95
133212,547.48
133212,1.79
133212,716.82
133213,1
133214,40.1
133215,1
133216,5
133216,34.36
133217,8.99
133217,74.95
133219,135.8
133219,2.99
133219,183.02
133220,7.18
133220,27
133221,69.99
133221,105
133222,9.03
133222,209.03
133222,193.6
133223,8.99
133223,11.5
133224,36.9
133225,5.99
133225,13.73
133226,205.1
133226,230.45
133226,5.99
133227,29.99
133228,8.49
133229,144
133230,200
133230,85.25
133230,378.8
133230,21.28
133231,11.78
133231,93.65
133232,71.8
133232,220.17
133232,45.36
133233,11.83
133233,59.78
133235,0.99
133236,151.64
133236,108.21
133236,1
133236,1.79
133236,495.74
133237,116.23
133237,480
133238,69.99
133238,1.18
133238,5.99
133239,1.5
133240,22.4
133240,4
133240,1.39
133240,92.4
133240,0.77
133240,193.5
133241,166.35
133241,12.31
133241,118.53
133242,5.74
133242,45
133242,81.83
133243,100
133243,2.99
133243,45
133243,43.19
133244,1.29
133245,0.99
133245,4.47
133246,1
133246,10
133247,7.18
133247,107
133247,3.99
133248,53.16
133248,0.89
133248,9.95
133249,16
133249,15.15
133249,1.79
133249,10
133250,34.9
133250,3.99
133251,28.75
133252,10.86
133253,799
133254,5.99
133254,93.66
133255,377.42
133255,5
133255,21.48
133256,136
133258,125.85
133259,10
133259,4.73
133259,69.24
133259,78.05
133260,17.6
133262,39
133262,6
133262,48
133262,44.55
133262,108.99
133264,9.99
133264,390
133264,7.8
133265,20
133265,384.59
133265,100
133267,79.95
133267,709.28
133269,32.37
133269,1.98
133269,1
133270,238.4
133271,42.4
133271,17.98
133272,99.61
133273,11.5
133273,2.77
133274,4.99
133275,14.5
133275,118
133275,44.8
133275,1.98
133275,74.99
133276,205
133276,3.97
133277,44.63
133278,18.31
133278,27.85
133278,7.13
133278,47.89
133280,14.12
133280,25
133280,130.63
133280,5.27
133282,104.8
133282,10
133283,66
133283,108
133283,24.9
133283,15.55
133283,74.1
133284,5.21
133285,15.17
133285,27
133286,200
133286,99.81
133286,28.71
133287,17.99
133287,14.85
133288,39.99
133288,0
133288,0.99
133289,44.99
133290,150
133290,52.5
133290,444
133290,1
133292,215.66
133292,59.14
133293,53.95
133294,8.26
133294,500
133294,4.86
133294,4.72
133295,44.8
133295,11.5
133296,62.97
133297,74.99
133297,10
133298,15.46
133298,267.54
133298,16.99
133298,400
133298,10
133298,23.67
133299,1.29
133299,157.75
133299,1351.32
133300,12.31
133300,7.33
133300,45
133301,1
133301,18.96
133302,35
133302,1.98
133302,24.95
133303,6.42
133303,14.9
133303,23.8
133304,15.8
133305,71.96
133306,10
133307,9.99
133308,15
133308,24.7
133308,1.29
133308,196.9
133308,11.5
133309,15.73
133310,129.95
133310,3.58
133312,61.51
133312,80.41
133314,22.7
133314,79.05
133316,39.95
133317,205.95
133317,52.5
133317,1.99
133317,29.95
133318,9.72
133318,7.57
133318,218
133319,1.98
133319,0
133319,290
133320,24
133320,1.98
133320,35.9
133322,70
133322,10
133323,95.49
133324,4.49
133324,13.04
133325,0.89
133325,50.4
133325,199.85
133326,1
133326,15.73
133328,650.46
133328,8.99
133328,40.55
133328,19.95
133329,1
133329,34.68
133330,10
133332,169.94
133332,1.29
133332,100
133332,341.51
133332,64.76
133332,89.99
133333,10
133333,2.39
133335,685.44
133335,1
133335,2.28
133335,15
133335,16.2
133337,35.95
133337,8.99
133338,22.29
133340,26.72
133340,1
133340,133.5
133340,19.8
133340,49.26
133341,30.31
133341,1
133343,101.39
133343,13.9
133343,37
133343,9.99
133345,558.5
133345,9.99
133345,23.78
133345,46.73
133346,39.99
133346,39.95
133346,2
133346,350
133346,7.2
133346,49.9
133346,10
133347,8.99
133347,34.9
133348,50.29
133348,1.29
133348,166.9
133348,25.41
133351,29.95
133351,9.39
133352,0.77
133352,173.41
133352,1
133353,18.96
133354,15.13
133354,10
133355,100
133355,38.45
133356,16.95
133356,78.93
133356,72
133356,249.89
133357,9.68
133357,66.39
133358,23.28
133359,28.75
133359,64.99
133359,84.85
133359,45.85
133360,165.33
133361,6.79
133361,0
133362,30
133362,32
133362,10
133363,44.56
133364,5.99
133365,1
133365,29.7
133366,48.85
133366,59.95
133367,157.26
133367,57
133368,40
133368,130
133368,64
133369,2.31
133370,0.89
133370,22.23
133370,0.99
133370,19.95
133370,25
133371,1.79
133372,76.29
133372,48.95
133373,27.9
133374,83.6
133376,5.93
133377,16.59
133377,1.98
133378,42.25
133379,5.99
133380,5.28
133380,44.99
133380,69
133381,2
133381,36
133381,74
133382,7.7
133382,19.73
133383,2.02
133383,2.69
133383,1
133384,118
133384,24.19
133384,275
133384,7.6
133384,3.99
133385,29.52
133385,197.84
133385,0.89
133385,45.51
133385,56.44
133386,5.12
133386,2.88
133386,74
133387,30.75
133387,1.98
133387,12
133387,114
133388,0.89
133389,1
133389,8.73
133389,1
133390,126.09
133390,45
133390,11.3
133391,3.93
133391,60
133392,25
133392,94.86
133392,30.48
133393,6.98
133393,14
133393,62.54
133393,5.99
133394,121.35
133394,9.99
133394,1.29
133395,84.32
133395,7.56
133395,184.95
133396,1
133396,18.31
133397,99
133397,333.49
133398,30.24
133399,150
133399,49
133399,18.44
133399,7.7
133400,19.98
133400,81.71
133400,169
133401,135.85
133401,0.76
133401,111.95
133402,10
133403,119.99
133403,7.12
133403,400
133404,5.75
133404,7.41
133404,210
133405,1
133405,1
133406,12.99
133407,16.5
133407,160.2
133409,34.59
133409,1
133410,244.75
133410,40.12
133410,10
133411,185
133411,2.75
133413,9.94
133413,99.62
133413,110.87
133413,4.49
133413,19.99
133414,14.47
133415,384.36
133415,212.36
133415,6.51
133416,1.78
133417,51
133417,200
133417,15.73
133417,46.83
133418,36
133418,4.73
133419,44.62
133419,7.6
133420,74.95
133420,630.56
133420,39.77
133420,30.84
133422,69.94
133422,14.98
133422,218.12
133423,1
133423,10.4
133423,204.79
133424,1.98
133425,99.9
133425,1
133426,40.68
133426,5.5
133427,10
133427,172.6
133427,43
133428,69
133428,4.49
133428,11.5
133428,77.42
133428,7.58
133429,0
133429,39.95
133430,1
133430,4.53
133430,102.35
133430,19.95
133431,16.68
133432,103.35
133432,57.49
133432,25
133432,99.93
133432,16.3
133432,6.88
133433,79.95
133433,21
133435,11.83
133435,23
133435,167.56
133436,8.66
133437,69.1
133437,109.27
133437,40.12
133437,6.51
133437,10
133438,23.88
133438,52.55
133438,77.99
133439,0.9
133439,161.53
133440,89.4
133440,19.41
133440,18.02
133441,9.99
133441,1.98
133442,291.42
133443,9.99
133443,29.95
133443,15.95
133444,35.53
133444,24.99
133445,10
133445,2.57
133445,92.96
133445,148
133445,56.72
133445,17
133445,103.99
133446,46.85
133446,152
133447,60.55
133447,49.97
133447,19.99
133447,7.34
133448,26.68
133448,8.93
133450,1
133450,3.27
133450,10
133451,3.15
133451,2.8
133452,303.2
133452,13.08
133452,73.47
133453,166.5
133453,29.99
133453,10
133453,6.83
133453,1732.12
133453,39.99
133453,685.85
133454,50
133455,9.99
133456,64.3
133456,16.07
133456,89.93
133456,3.58
133457,13.99
133457,50.23
133457,22.25
133457,9.99
133458,0
133458,15
133459,21.22
133459,2.36
133459,1.18
133459,19.99
133460,0.77
133461,10
133461,1
133461,4.48
133461,19.99
133461,82.76
133462,2.69
133464,126.44
133464,39.95
133464,38.55
133465,9.99
133465,5.49
133465,462.51
133465,15
133466,42.98
133466,50
133466,41.62
133467,73
133467,149
133468,0.89
133469,4.4
133470,3.79
133470,10
133470,1.98
133470,95.2
133471,330
133471,399
133473,47.9
133473,200
133473,0
133473,0.76
133473,44.99
133474,14.99
133474,87.94
133475,48
133475,4.95
133476,408
133476,188.1
133477,1.98
133477,40
133477,4.49
133477,9.99
133477,0.89
133477,7.87
133478,123.8
133478,10
133478,69
133478,10
133478,60.85
133478,0.12
133479,47.95
133479,56.76
133480,29.95
133480,26.99
133481,229.91
133481,53.06
133482,220
133483,4.15
133484,159
133485,140.94
133485,500.56
133486,10
133486,1.29
133487,24.95
133488,60
133488,100
133488,64.99
133488,4.34
133488,10
133489,64
133489,2.92
133489,15
133490,169.89
133490,396.9
133491,19.99
133491,146.69
133491,65.03
133491,235.98
133492,40
133492,2.95
133492,93.57
133492,80.44
133492,6.17
133493,99.98
133493,7.12
133494,500
133494,110
133494,10
133495,35
133497,19
133498,55.06
133498,43.11
133498,1
133498,200
133498,10
133499,40
133499,71.95
133499,4.99
133500,24.99
133500,200
133500,74.95
133501,341.97
133501,328
133501,68.18
133502,0.11
133502,4.99
133502,21.06
133503,40
133504,10
133505,71.19
133506,1.29
133506,12.99
133506,25
133507,2.99
133507,100
133507,9.99
133508,7.99
133508,7.18
133508,3.62
133508,49.5
133508,22.13
133509,14
133509,2.69
133509,0
133509,94.58
133509,104.45
133509,11.5
133510,111.86
133511,43.21
133512,10
133512,16.97
133513,1.29
