ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
18270,서울,2014-10-19,1,2,6,나토얀,송재철,0:01:23.4,1½,4 -  -  - 6 - 6 - 5,50.5,4.8
18271,서울,2014-10-19,6,11,12,장비천복,박현우,0:01:21.8,11,10 -  -  - 10 - 11 - 12,214.5,40.2
18272,서울,2014-10-19,5,12,1,굿타임조니,이쿠,0:01:01.3,,4 -  -  - 4 - 3 - 3,157.7,21.4
18273,서울,2014-10-19,5,4,4,안양라이언,문정균,0:01:02.1,3,12 -  -  - 12 - 9 - 7,15.1,3.1
18274,서울,2014-10-19,10,5,7,금각이,이쿠,0:02:04.9,머리,3 - 4 - 4 - 7 - 7 - 7,39.9,7.5
18275,서울,2014-10-19,10,3,10,춘추,안효리,0:02:05.5,2½,5 - 5 - 7 - 10 - 10 - 10,127.5,13.3
18276,서울,2014-10-19,10,2,5,유지경성,신형철,0:02:04.3,머리,6 - 7 - 6 - 6 - 6 - 6,21.3,2.9
18277,서울,2014-10-19,11,12,13,블랙스완,이아나,0:02:02.6,1¾,5 - 3 - 3 - 2 - 2 - 13,109.4,38.7
18278,서울,2014-10-19,11,11,12,주말환희,이기회,0:02:02.3,½,3 - 2 - 2 - 5 - 6 - 12,17.1,4.7
18279,서울,2014-10-19,11,9,8,화인챔피언,송재철,0:02:00.5,½,12 - 11 - 11 - 12 - 11 - 6,16.5,3.7
18280,서울,2014-10-19,11,3,4,돌풍처럼,박병윤,0:02:00.1,¾,11 - 12 - 12 - 11 - 12 - 7,25,3.9
18281,서울,2014-10-19,11,1,9,백전필승,서승운,0:02:00.5,코,7 - 7 - 7 - 7 - 7 - 8,4.6,1.9
18282,서울,2014-10-19,10,7,2,연주대군,서승운,0:02:03.4,머리,8 - 8 - 9 - 5 - 5 - 3,6.2,1.4
18283,서울,2014-10-19,10,6,9,한딩크원,박을운,0:02:05.1,¾,7 - 6 - 5 - 4 - 4 - 5,34.5,5.6
18284,서울,2014-10-19,9,12,6,천마,박을운,0:02:11.3,1,12 - 12 - 12 - 12 - 12 - 10,42.3,6.3
18285,서울,2014-10-19,9,8,9,황금비율,오경환,0:02:12.3,2½,2 - 1 - 1 - 1 - 1 - 6,8.5,2.8
18286,서울,2014-10-19,9,7,2,러시포스,김옥성,0:02:10.9,코,5 - 4 - 2 - 2 - 5 - 3,51.5,6
18287,서울,2014-10-19,9,2,1,삼정제왕,이쿠,0:02:10.9,,1 - 3 - 4 - 5 - 2 - 2,3.5,1.6
18288,서울,2014-10-19,9,1,11,마니인컴,유승완,0:02:12.8,1¾,8 - 9 - 9 - 10 - 11 - 12,248.7,32.7
18289,서울,2014-10-19,8,14,9,대왕,박을운,0:01:22.8,½,13 -  -  - 14 - 14 - 14,24.3,6.8
18290,서울,2014-10-19,8,9,4,왕송,송재철,0:01:22.0,4,12 -  -  - 12 - 11 - 5,20.6,2.6
18291,서울,2014-10-25,12,1,2,풀리시스킵,문세영,0:01:58.0,1,2 - 2 - 2 - 2 - 2 - 1,2.5,1.5
18292,서울,2014-10-25,11,3,9,대마형,안효리,0:02:08.2,¾,9 - 9 - 8 - 3 - 3 - 4,93.3,19.2
18293,서울,2014-10-25,10,8,1,제일잘나가,김동수,0:01:59.5,,6 - 7 - 7 - 5 - 6 - 3,37.9,5.7
18294,서울,2014-10-25,10,2,12,슈퍼드래곤,문세영,0:02:02.3,5,1 - 1 - 1 - 3 - 5 - 9,4.9,1.6
18295,서울,2014-10-25,8,7,3,장산지존,이쿠,0:01:29.0,목,4 -  -  - 2 - 2 - 2,5.1,1.9
18296,서울,2014-10-25,7,8,12,오픈뱅크,박을운,0:01:30.1,18,1 -  -  - 1 - 1 - 11,44.1,7.7
18297,서울,2014-10-25,5,11,8,슈발브라운,지하주,0:01:17.1,1¾,10 -  -  - 10 - 9 - 9,49.1,6.5
18298,서울,2014-10-25,4,9,2,뉴시크릿삭스,서승운,0:01:01.1,1¾,1 -  -  - 1 - 1 - 1,7.1,1.5
18299,서울,2014-10-25,2,4,9,여의킹,이쿠,0:01:18.0,2,8 -  -  - 8 - 9 - 9,44,8.8
18300,서울,2014-10-25,1,2,5,원더라이,유승완,0:01:18.2,½,4 -  -  - 6 - 4 - 5,9.5,1.7
18301,서울,2014-10-25,1,6,3,피케이퀸,박을운,0:01:17.5,¾,1 -  -  - 2 - 2 - 2,44.7,11.8
18302,서울,2014-10-25,1,10,,동양의진주,김영진,,출전제외, -  -  -  -  - ,0,0
18303,서울,2014-10-25,3,2,1,토호,김철호,0:01:01.7,,4 -  -  - 4 - 3 - 1,2.3,1.2
18304,서울,2014-10-25,4,3,10,쿨터치,이쿠,0:01:03.4,¾,6 -  -  - 6 - 8 - 7,8,2.9
18305,서울,2014-10-25,5,2,7,디바인러브,김철호,0:01:16.8,¾,8 -  -  - 9 - 10 - 8,101.5,16.4
18306,서울,2014-10-25,6,1,6,퀸웨이,서승운,0:01:17.2,2½,3 -  -  - 3 - 3 - 5,20.3,3.2
18307,서울,2014-10-25,6,5,4,승리여제,최범현,0:01:16.7,3,4 -  -  - 4 - 5 - 4,2.9,1.2
18308,서울,2014-10-25,10,10,6,로열스텝,윤영민,0:02:00.9,머리,11 - 11 - 11 - 11 - 9 - 7,89.9,15.9
18309,서울,2014-10-25,12,3,5,질풍대세,서승운,0:01:59.2,1½,1 - 1 - 1 - 1 - 1 - 3,31.9,5.6
18310,서울,2014-10-25,8,1,5,동방의새아침,정평수,0:01:29.5,½,2 -  -  - 3 - 3 - 4,28.3,5.7
18311,서울,2014-10-25,8,8,1,스윙캣,문세영,0:01:28.6,,1 -  -  - 1 - 1 - 1,2.7,1.4
18312,서울,2014-10-25,8,9,9,다링퀸,김귀배,0:01:30.4,1,11 -  -  - 11 - 9 - 10,136.7,32
18313,서울,2014-10-25,8,14,11,레전드킹덤,김혜선,0:01:30.6,¾,13 -  -  - 12 - 12 - 13,46.6,10.9
18314,서울,2014-10-25,9,1,4,구십춘광,지하주,0:01:22.1,코,10 -  -  - 8 - 7 - 7,28.2,4.7
18315,서울,2014-10-25,9,4,1,플래쉬비전,송재철,0:01:21.7,,4 -  -  - 4 - 4 - 2,8.2,2.4
18316,서울,2014-10-25,9,5,7,스트롱탱고,황순도,0:01:22.3,머리,5 -  -  - 6 - 6 - 6,38.5,6
18317,서울,2014-10-25,9,13,14,연승사랑,김영진,0:01:25.5,10,13 -  -  - 13 - 14 - 14,124,20.4
18318,서울,2014-10-25,9,14,12,시킹제이드,이기회,0:01:23.6,목,9 -  -  - 10 - 12 - 12,119.7,31.9
18319,서울,2014-10-25,10,1,11,인천의러닝,박현우,0:02:01.5,1,9 - 9 - 9 - 10 - 12 - 10,98.2,16.4
18320,서울,2014-10-25,10,9,3,풍괘,박을운,0:02:00.1,4,14 - 14 - 14 - 6 - 3 - 2,14.2,4.1
18321,서울,2014-10-25,10,13,14,해제여제,지하주,0:02:04.0,4,5 - 4 - 4 - 1 - 1 - 14,36.6,4.6
18322,서울,2014-10-25,11,4,10,엘리누나,문정균,0:02:08.7,3,6 - 6 - 6 - 10 - 10 - 12,47.7,7
18323,서울,2014-10-25,11,5,3,블루드리머,문세영,0:02:07.4,목,3 - 3 - 4 - 8 - 8 - 8,10.1,3
18324,서울,2014-10-25,11,6,8,클레이사격,송재철,0:02:08.0,코,10 - 10 - 10 - 11 - 11 - 9,17.9,2.8
18325,서울,2014-10-25,12,5,3,케이어센딩,장추열,0:01:58.6,4,4 - 4 - 3 - 3 - 3 - 2,6,1.8
18326,서울,2014-10-25,12,8,14,동방신화,신대전,0:02:01.7,4,14 - 14 - 12 - 8 - 10 - 11,171.1,22.5
18327,서울,2014-10-25,6,4,10,제이터치,서도수,0:01:18.1,2,11 -  -  - 11 - 11 - 11,171.2,28.8
18328,서울,2014-10-25,6,6,3,파챠이,박현우,0:01:16.2,¾,2 -  -  - 2 - 2 - 2,1.8,1.1
18329,서울,2014-10-25,6,7,11,최고보배,이기회,0:01:18.8,4,5 -  -  - 5 - 8 - 10,181.1,23.1
18330,서울,2014-10-25,6,8,9,럭키빅터,유미라,0:01:17.7,코,10 -  -  - 9 - 9 - 9,182.6,19.7
18331,서울,2014-10-25,6,9,5,중문사랑,정평수,0:01:16.8,½,8 -  -  - 8 - 7 - 6,53.6,6.5
18332,서울,2014-10-25,6,10,2,퀸오브럭,문세영,0:01:16.0,2½,6 -  -  - 6 - 4 - 3,6.5,1.5
18333,서울,2014-10-25,6,11,8,플라워드림,정정희,0:01:17.7,1½,7 -  -  - 7 - 6 - 7,52.8,3.9
18334,서울,2014-10-25,7,3,4,프로삭스,박병윤,0:01:24.9,½,9 -  -  - 10 - 10 - 6,54.5,8.2
18335,서울,2014-10-25,7,5,10,럭키하트,방춘식,0:01:26.3,2½,10 -  -  - 11 - 12 - 12,6,2
18336,서울,2014-10-25,7,6,3,오션스드림,김철호,0:01:24.8,코,5 -  -  - 5 - 4 - 2,58.4,12.7
18337,서울,2014-10-25,7,7,7,가디언,김혜선,0:01:25.6,3,6 -  -  - 7 - 8 - 8,24.1,3.3
18338,서울,2014-10-25,7,9,1,동양의빛,장추열,0:01:24.5,,7 -  -  - 6 - 7 - 4,3.7,1.4
18339,서울,2014-10-25,7,10,9,초원파티,정평수,0:01:25.9,코,11 -  -  - 9 - 9 - 10,149,16.5
18340,서울,2014-10-25,7,12,5,복덩어리,박태종,0:01:25.0,머리,12 -  -  - 12 - 11 - 7,14,2.2
18341,서울,2014-10-25,8,3,6,작전타임,이애리,0:01:29.8,1¾,5 -  -  - 4 - 4 - 5,11.4,3.1
18342,서울,2014-10-25,8,4,13,순간의선택,최원준,0:01:31.1,½,14 -  -  - 14 - 14 - 14,91.3,14.9
18343,서울,2014-10-25,12,10,10,한라축제,이혁,0:02:00.1,1¾,6 - 7 - 8 - 10 - 12 - 10,69.2,6.3
18344,서울,2014-10-25,6,3,1,스마트,이동국,0:01:15.6,,1 -  -  - 1 - 1 - 1,17.7,2.7
18345,서울,2014-10-25,1,7,9,핑크스타,안효리,0:01:19.3,4,7 -  -  - 5 - 8 - 9,44.5,7.4
18346,서울,2014-10-25,1,1,11,더하이,이혁,0:01:19.6,½,11 -  -  - 11 - 11 - 11,55.7,26.7
18347,서울,2014-10-25,1,3,8,초원신비,문세영,0:01:18.6,목,5 -  -  - 4 - 5 - 7,11.8,2.6
18348,서울,2014-10-25,1,4,2,스위트일루전,함완식,0:01:17.4,10,10 -  -  - 9 - 6 - 4,2.9,1.2
18349,서울,2014-10-25,1,5,10,키네틱,방춘식,0:01:19.5,1,6 -  -  - 10 - 10 - 10,158.4,54.7
18350,서울,2014-10-25,1,8,7,해같이빛나리,김동수,0:01:18.6,1¼,8 -  -  - 7 - 7 - 6,47,8.4
18351,서울,2014-10-25,1,9,1,보자르,서승운,0:01:15.6,,2 -  -  - 1 - 1 - 1,3.6,1.5
18352,서울,2014-10-25,1,11,4,블루가디언,전덕용,0:01:18.2,4,3 -  -  - 3 - 3 - 3,9.6,2.9
18353,서울,2014-10-25,1,12,6,로시난테,박태종,0:01:18.4,1,9 -  -  - 8 - 9 - 8,4.2,1.9
18354,서울,2014-10-25,2,8,10,마이스테이지,유승완,0:01:18.1,½,11 -  -  - 11 - 12 - 11,84.8,8.7
18355,서울,2014-10-25,3,6,3,럭키뮤직,김혜선,0:01:02.7,4,2 -  -  - 2 - 1 - 2,19.6,2.5
18356,서울,2014-10-25,3,8,7,스피드쾌감,한창민,0:01:03.7,½,5 -  -  - 5 - 6 - 7,290.3,20.5
18357,서울,2014-10-25,3,10,10,레인배블,유미라,0:01:04.7,3,9 -  -  - 9 - 10 - 9,176,15.7
18358,서울,2014-10-25,4,4,6,내사랑담양,박태종,0:01:02.5,목,8 -  -  - 8 - 9 - 8,21.6,6
18359,서울,2014-10-25,4,5,1,지상제일해피,유승완,0:01:00.8,,3 -  -  - 3 - 2 - 2,7.4,2.3
18360,서울,2014-10-25,5,1,1,선샷,서승운,0:01:14.4,,1 -  -  - 1 - 1 - 1,1.9,1.2
18361,서울,2014-10-25,5,5,2,콩코드Ⅱ,송재철,0:01:14.9,3,2 -  -  - 2 - 2 - 2,5.4,1.7
18362,서울,2014-10-25,5,8,10,담양여왕,최원준,0:01:18.3,1¾,4 -  -  - 3 - 4 - 7,6.9,1.7
18363,서울,2014-10-25,5,10,12,코지데이,유승완,0:01:20.0,3,12 -  -  - 12 - 12 - 12,245.1,43.1
18364,서울,2014-10-25,6,2,7,돌체비타,이쿠,0:01:17.4,1¼,9 -  -  - 10 - 10 - 8,49.2,6.7
18365,서울,2014-10-25,3,7,4,럭키이글,전덕용,0:01:02.9,1,3 -  -  - 3 - 4 - 4,22.9,2.8
18366,서울,2014-10-25,2,11,1,히트포인트,김혜선,0:01:16.1,,1 -  -  - 1 - 1 - 1,9.1,2.4
18367,서울,2014-10-25,2,6,6,온에어,장추열,0:01:17.4,목,7 -  -  - 7 - 7 - 8,33.3,3.4
18368,서울,2014-10-25,9,10,9,동해굿쇼,김귀배,0:01:22.8,1½,14 -  -  - 14 - 13 - 11,22.7,5.9
18369,서울,2014-10-25,9,6,6,골드피버,박태종,0:01:22.2,머리,8 -  -  - 9 - 9 - 9,30.3,7.3
18370,서울,2014-10-25,9,3,11,사이버킹,안효리,0:01:23.5,1,12 -  -  - 11 - 10 - 10,73,16.3
18371,서울,2014-10-25,8,6,10,메세타,이아나,0:01:30.4,½,12 -  -  - 8 - 10 - 8,27.5,3.6
18372,서울,2014-10-25,8,5,4,세명스틸,장추열,0:01:29.4,2½,10 -  -  - 7 - 7 - 6,83.7,19.4
18373,서울,2014-10-25,12,14,12,퍼스트칸,박병윤,0:02:00.9,1½,7 - 5 - 6 - 6 - 7 - 13,60.4,13.2
18374,서울,2014-10-25,12,4,7,미스터리마치,김동수,0:01:59.5,1¼,8 - 8 - 9 - 9 - 9 - 8,61.3,12.1
18375,서울,2014-10-25,11,8,11,케나코,박병윤,0:02:09.2,3,2 - 2 - 2 - 4 - 4 - 6,68.2,10.4
18376,서울,2014-10-25,8,2,14,글로리윌코,정정희,0:01:31.5,2½,3 -  -  - 5 - 5 - 9,57.5,7
18377,서울,2014-10-25,7,4,8,무상대복,안효리,0:01:25.9,1¾,4 -  -  - 3 - 3 - 3,117.4,18.9
18378,서울,2014-10-25,7,1,11,풀리프로,이쿠,0:01:26.9,4,2 -  -  - 4 - 5 - 9,5.9,2.1
18379,서울,2014-10-25,5,12,3,서창비호,박을운,0:01:15.9,6,7 -  -  - 7 - 6 - 4,26.6,3.2
18380,서울,2014-10-25,5,6,4,삼정제국,이쿠,0:01:15.9,목,11 -  -  - 8 - 7 - 5,14.1,4.8
18381,서울,2014-10-25,4,11,9,마이티힘,황순도,0:01:03.2,1,9 -  -  - 9 - 7 - 9,129,21.9
18382,서울,2014-10-25,4,10,7,당대대물,박을운,0:01:02.9,2½,5 -  -  - 5 - 5 - 6,19.3,3.3
18383,서울,2014-10-25,4,1,3,천망,고성이,0:01:01.5,2,2 -  -  - 2 - 3 - 3,2.1,1.1
18384,서울,2014-10-25,3,5,8,어나더샤이닝,박병윤,0:01:04.0,1¾,8 -  -  - 8 - 8 - 8,120.6,10.6
18385,서울,2014-10-25,3,1,6,놀부시대,정평수,0:01:03.6,1,6 -  -  - 6 - 5 - 6,67.6,5.2
18386,서울,2014-10-25,2,2,12,한솔,한창민,0:01:18.6,1,12 -  -  - 12 - 10 - 12,258.7,39
18387,서울,2014-10-25,12,11,9,정상누리,최범현,0:01:59.8,¾,10 - 10 - 10 - 12 - 11 - 9,10.8,3.1
18388,서울,2014-10-25,12,6,6,특명,방춘식,0:01:59.3,½,3 - 3 - 4 - 5 - 5 - 5,57.2,7.3
18389,서울,2014-10-25,11,12,7,용왕스프린트,정정희,0:02:08.0,¾,11 - 11 - 11 - 7 - 7 - 10,75.7,9.4
18390,서울,2014-10-25,11,10,1,와하하,이아나,0:02:07.2,,5 - 5 - 5 - 6 - 6 - 2,26.5,4.3
18391,서울,2014-10-25,11,7,4,로드윈,장추열,0:02:07.5,½,7 - 7 - 7 - 9 - 9 - 7,40,5.9
18392,서울,2014-10-25,11,2,5,태산마루,김철호,0:02:07.8,2,8 - 8 - 9 - 5 - 5 - 3,41.3,5.9
18393,서울,2014-10-25,10,12,2,파워시티,박태종,0:01:59.5,코,4 - 3 - 2 - 2 - 2 - 1,1.4,1.2
18394,서울,2014-10-25,10,11,4,엑톤프린스,송재철,0:02:00.6,2½,8 - 8 - 8 - 8 - 8 - 6,70.7,6.3
18395,서울,2014-10-25,10,7,13,마하나임,장추열,0:02:03.2,5,3 - 2 - 3 - 7 - 7 - 13,33.9,7.9
18396,서울,2014-10-25,10,6,10,행운축제,안효리,0:02:01.3,목,12 - 12 - 12 - 14 - 14 - 12,71.4,8.9
18397,서울,2014-10-25,10,3,7,인디차일드,유승완,0:02:00.9,목,7 - 6 - 6 - 9 - 11 - 8,18.9,3.6
18398,서울,2014-10-25,12,13,11,스페이스포트,이아나,0:02:00.7,3,13 - 11 - 11 - 11 - 13 - 12,106.6,26.4
18399,서울,2014-10-25,12,12,4,위닝앤디,이쿠,0:01:59.0,1¾,12 - 12 - 13 - 13 - 8 - 7,4.1,1.3
18400,서울,2014-10-25,12,7,8,클린업스타,김철호,0:01:59.7,1,5 - 6 - 5 - 4 - 4 - 6,88.2,9.1
18401,서울,2014-10-25,12,2,13,무빙스토리,박시천,0:02:01.0,½,11 - 13 - 14 - 14 - 14 - 14,152.3,15.9
18402,서울,2014-10-25,11,11,6,아우건킹,이쿠,0:02:07.9,¾,4 - 4 - 3 - 2 - 2 - 1,3.2,1.4
18403,서울,2014-10-25,11,9,2,강대국,최범현,0:02:07.3,1,12 - 12 - 12 - 12 - 12 - 11,6,1.6
18404,서울,2014-10-25,11,1,12,콜미로켓,함완식,0:02:09.3,½,1 - 1 - 1 - 1 - 1 - 5,2.1,1.3
18405,서울,2014-10-25,10,14,5,베스트나인,이혁,0:02:00.9,1¾,2 - 5 - 5 - 4 - 4 - 4,20.2,2
18406,서울,2014-10-25,10,5,9,카디프환희,정정희,0:02:01.2,½,13 - 13 - 13 - 12 - 10 - 5,32.2,3.7
18407,서울,2014-10-25,12,9,1,클린업조이,함완식,0:01:57.8,,9 - 9 - 7 - 7 - 6 - 4,4.6,1.9
18408,서울,2014-10-25,9,7,8,정상미르,함완식,0:01:22.6,1¾,3 -  -  - 3 - 3 - 5,7.4,2.1
18409,서울,2014-10-25,4,8,4,성은불패,문세영,0:01:02.0,3,4 -  -  - 4 - 4 - 4,5.1,1.9
18410,서울,2014-10-25,4,7,8,더쎈챔프,정정희,0:01:03.1,1,12 -  -  - 12 - 11 - 10,110.2,11.3
18411,서울,2014-10-25,4,6,11,아몬거스트,이혁,0:01:04.1,4,11 -  -  - 11 - 12 - 11,55.6,10.2
18412,서울,2014-10-25,4,2,12,신기파랑,장추열,0:01:04.3,1,10 -  -  - 10 - 10 - 12,143.1,28.3
18413,서울,2014-10-25,3,9,5,스피더,이혁,0:01:03.4,3,1 -  -  - 1 - 2 - 3,2.5,1.1
18414,서울,2014-10-25,3,4,9,드림카,이애리,0:01:04.1,¾,10 -  -  - 10 - 9 - 10,144.3,23
18415,서울,2014-10-25,3,3,2,지지자이언트,서승운,0:01:02.1,2,7 -  -  - 7 - 7 - 5,3.5,1.2
18416,서울,2014-10-25,2,12,11,무한도마,문세영,0:01:18.4,2,2 -  -  - 2 - 2 - 5,3.4,1.1
18417,서울,2014-10-25,2,10,5,포에버마운틴,김철호,0:01:17.3,2½,3 -  -  - 3 - 3 - 3,75.9,11.5
18418,서울,2014-10-25,2,9,7,동방의패자,문정균,0:01:17.5,¾,9 -  -  - 10 - 11 - 10,41.6,5.2
18419,서울,2014-10-25,2,7,8,영실기암,한성열,0:01:17.6,½,10 -  -  - 9 - 8 - 7,169.7,15.8
18420,서울,2014-10-25,2,5,4,대왕신,박을운,0:01:16.8,목,6 -  -  - 6 - 6 - 6,49,11.1
18421,서울,2014-10-25,2,3,2,라크윙,박태종,0:01:16.4,2,4 -  -  - 4 - 4 - 2,1.9,1.2
18422,서울,2014-10-25,2,1,3,거포본능,송재철,0:01:16.8,2½,5 -  -  - 5 - 5 - 4,5.4,1.6
18423,서울,2014-10-25,10,4,8,원석발굴,서승운,0:02:01.2,1¼,10 - 10 - 10 - 13 - 13 - 11,95.7,16.9
18424,서울,2014-10-25,9,12,3,솔오름,김혜선,0:01:22.1,1½,1 -  -  - 2 - 2 - 1,24.9,7.6
18425,서울,2014-10-25,9,11,5,또래,문세영,0:01:22.2,½,7 -  -  - 7 - 8 - 8,5,1.8
18426,서울,2014-10-25,9,9,2,피코나이스,문정균,0:01:21.8,1,6 -  -  - 5 - 5 - 3,4.9,1.6
18427,서울,2014-10-25,9,8,13,날개야,장추열,0:01:23.7,¾,11 -  -  - 12 - 11 - 13,82.6,19
18428,서울,2014-10-25,9,2,10,수성비티,김동수,0:01:23.3,3,2 -  -  - 1 - 1 - 4,2.7,1.5
18429,서울,2014-10-25,8,13,7,질풍행진,박태종,0:01:29.8,머리,9 -  -  - 13 - 13 - 7,13,3.1
18430,서울,2014-10-25,8,12,2,스피드킬러,박을운,0:01:28.9,2,8 -  -  - 6 - 6 - 3,3.7,1.5
18431,서울,2014-10-25,8,11,8,포트카,유승완,0:01:30.2,2,7 -  -  - 10 - 11 - 12,55.5,11.1
18432,서울,2014-10-25,8,10,12,미래번쩍,서승운,0:01:31.0,2½,6 -  -  - 9 - 8 - 11,11.9,3.4
18433,서울,2014-10-25,7,11,2,루나챔프,최범현,0:01:24.8,1¾,8 -  -  - 8 - 6 - 5,2.3,1.3
18434,서울,2014-10-25,7,2,6,선스트롱,박현우,0:01:25.0,½,3 -  -  - 2 - 2 - 1,51.5,10
18435,서울,2014-10-25,5,9,11,리드어게인,박태종,0:01:19.4,7,6 -  -  - 6 - 8 - 10,93.7,15.5
18436,서울,2014-10-25,5,7,6,정상대호,함완식,0:01:16.7,1¾,5 -  -  - 5 - 5 - 6,6.7,1.9
18437,서울,2014-10-25,5,4,5,자이언트홀드,이혁,0:01:16.4,2½,3 -  -  - 4 - 3 - 3,14.5,3.6
18438,서울,2014-10-25,5,3,9,황금세상,이기회,0:01:17.9,5,9 -  -  - 11 - 11 - 11,48.3,7
18439,서울,2014-10-25,4,12,5,일진화랑,최범현,0:01:02.4,2,7 -  -  - 7 - 6 - 5,27.2,5.9
18440,서울,2014-10-26,5,7,3,로열지블리,함완식,0:01:02.8,¾,10 -  -  - 10 - 11 - 8,107,15.8
18441,서울,2014-10-26,11,11,7,포에버대물,박을운,0:01:53.1,¾,7 - 7 - 7 - 8 - 8 - 4,35.9,5.5
18442,서울,2014-10-26,11,10,1,슬러거이천,한성열,0:01:51.0,,8 - 8 - 8 - 7 - 6 - 1,30.4,6.7
18443,서울,2014-10-26,6,2,8,포커스,안효리,0:01:23.7,코,8 -  -  - 8 - 10 - 9,32.1,5.2
18444,서울,2014-10-26,1,7,1,에어즈락,유승완,0:01:23.8,,2 -  -  - 1 - 1 - 1,2.1,1.1
18445,서울,2014-10-26,1,8,11,캔디캐쉬,김철호,0:01:28.2,1¼,4 -  -  - 3 - 4 - 8,119.8,21.6
18446,서울,2014-10-26,11,12,4,퍼펙트샤인,문세영,0:01:52.8,코,11 - 11 - 11 - 10 - 10 - 6,4.3,1.5
18447,서울,2014-10-26,5,3,9,슈퍼드림,최범현,0:01:04.0,1,1 -  -  - 1 - 4 - 6,2.5,1.3
18448,서울,2014-10-26,6,8,1,야호선샤인,유승완,0:01:22.6,,3 -  -  - 3 - 3 - 1,2.9,1.8
18449,서울,2014-10-26,5,6,1,노벰버모닝,박현우,0:01:01.6,,2 -  -  - 2 - 1 - 1,2,1
18450,서울,2014-10-26,4,1,8,스피드닥터,서승운,0:01:04.3,½,7 -  -  - 7 - 7 - 9,12.8,2.6
18451,서울,2014-10-26,3,8,3,늘푸른천둥이,김영진,0:01:18.3,1¾,3 -  -  - 2 - 2 - 2,97.4,8.8
18452,서울,2014-10-26,3,2,5,롤링스타,박태종,0:01:18.8,3,9 -  -  - 7 - 6 - 6,10,1.8
18453,서울,2014-10-26,1,10,12,더다크원,김영진,0:01:29.4,7,8 -  -  - 8 - 10 - 12,214.8,31.9
18454,서울,2014-10-26,10,8,1,타피포인트,함완식,0:01:53.8,,1 - 1 - 1 - 1 - 1 - 1,2.2,1.2
18455,서울,2014-10-26,10,7,2,아라아자,최원준,0:01:54.0,1½,6 - 6 - 5 - 3 - 5 - 2,24.2,3.6
18456,서울,2014-10-26,11,6,6,뉴에이지,함완식,0:01:53.0,½,6 - 6 - 6 - 6 - 7 - 3,7.9,3.7
18457,서울,2014-10-26,7,13,8,명작,이혁,0:01:30.5,½,12 -  -  - 11 - 9 - 10,100,17.6
18458,서울,2014-10-26,7,7,2,감동비행,정정희,0:01:29.6,4,10 -  -  - 9 - 7 - 6,78.4,10.1
18459,서울,2014-10-26,7,5,11,일기가성,서승운,0:01:31.0,1,8 -  -  - 7 - 6 - 8,20.6,5.3
18460,서울,2014-10-26,7,2,10,바쿠,김혜선,0:01:30.8,코,6 -  -  - 8 - 11 - 11,5.4,1.7
18461,서울,2014-10-26,6,13,7,럭키클로버,김동수,0:01:23.7,1¾,11 -  -  - 12 - 12 - 11,24.9,5.3
18462,서울,2014-10-26,6,9,6,스마트에어,함완식,0:01:23.4,1,6 -  -  - 5 - 6 - 7,30.4,5.9
18463,서울,2014-10-26,6,6,14,으뜸왕자,김귀배,0:01:25.0,4,13 -  -  - 14 - 14 - 14,33.9,7.6
18464,서울,2014-10-26,6,4,11,슈퍼임팩트,이쿠,0:01:24.3,1,1 -  -  - 1 - 1 - 6,9.8,3.1
18465,서울,2014-10-26,5,11,8,에버해피데이,서승운,0:01:03.8,목,4 -  -  - 4 - 3 - 4,41.5,6.7
18466,서울,2014-10-26,5,10,4,마의지존,이쿠,0:01:02.8,½,6 -  -  - 6 - 6 - 3,42.8,7
18467,서울,2014-10-26,4,6,6,알파챔피언,안효리,0:01:04.0,1,6 -  -  - 6 - 6 - 7,153.7,28.2
18468,서울,2014-10-26,4,2,1,오섬드래곤,문세영,0:01:03.0,,5 -  -  - 5 - 5 - 3,4.8,1.5
18469,서울,2014-10-26,3,12,1,쎈스카이,최범현,0:01:15.9,,1 -  -  - 1 - 1 - 1,55.4,5.3
18470,서울,2014-10-26,3,6,10,초원의바람,서도수,0:01:20.3,2½,11 -  -  - 10 - 10 - 10,228.3,22.8
18471,서울,2014-10-26,1,6,5,빅머니,지하주,0:01:25.5,1¾,12 -  -  - 12 - 11 - 7,70.1,6.4
18472,서울,2014-10-26,7,3,5,베스트보스,박현우,0:01:30.1,2½,7 -  -  - 6 - 5 - 3,13.8,3.5
18473,서울,2014-10-26,5,4,5,행복의나라,문세영,0:01:02.9,½,7 -  -  - 7 - 7 - 5,9.7,2.4
18474,서울,2014-10-26,4,5,2,천황,김동수,0:01:03.1,½,2 -  -  - 2 - 3 - 1,2.6,1.2
18475,서울,2014-10-26,4,3,10,늘푸른볼트,유승완,0:01:05.5,4,1 -  -  - 1 - 1 - 5,2.7,1.4
18476,서울,2014-10-26,3,11,9,눈부신하늘,박현우,0:01:19.9,2,12 -  -  - 12 - 12 - 11,205.9,33.9
18477,서울,2014-10-26,3,10,2,오카방고,박병윤,0:01:18.0,12,4 -  -  - 5 - 4 - 3,3.6,1.3
18478,서울,2014-10-26,3,9,12,사우스레인,전덕용,0:01:20.8,1¾,8 -  -  - 11 - 11 - 12,105.9,10.2
