ID,RCTRCK,RACE_DE,PRDCTN_NATION_NM,SEX,AGE,BND_WT,TRNER,RCHOSE_OWNR_NM,RCHOSE_BDWGH
18940,서울,2014-11-08,한,암,,55,우창구,변갑한,442
18941,서울,2014-11-08,미,암,,53,최용구,플래너스,479
18942,서울,2014-11-08,미,암,,53,박대흥,(주)케이씨피,482
18943,서울,2014-11-08,한,암,,56,하재흥,이수행,470
18944,서울,2014-11-08,한,암,,53,김대근,현태봉,441
18945,서울,2014-11-08,한,암,,53,최봉주,백동재,511
18946,서울,2014-11-08,한,암,,51,이신영,라온건설,409
18947,서울,2014-11-08,한,암,,53,김양선,(주)녹원목장,463
18948,서울,2014-11-08,한,암,,54,지용훈,박시용,467
18949,서울,2014-11-08,한,암,,54,신삼영,김지훈,454
18950,서울,2014-11-08,한,암,,53,심승태,김재성,447
18951,서울,2014-11-08,한,암,,53,정호익,백국인,443
18952,서울,2014-11-08,한,암,,53,안병기,안병렬,466
18953,서울,2014-11-08,한,암,,54,배휴준,이성재,516
18954,서울,2014-11-08,한,암,,54,임봉춘,강홍수,415
18955,서울,2014-11-08,한,암,,55,홍대유,노병석,451
18956,서울,2014-11-08,한,암,,55,이신영,일진코스메틱,436
18957,서울,2014-11-08,한,암,,53,서인석,민형근,449
18958,서울,2014-11-08,한,암,,50,양재철,박현종,464
18959,서울,2014-11-09,미,거,,53,안병기,정복남,491
18960,서울,2014-11-09,한,거,,55,허재영,박성구,420
18961,서울,2014-11-09,한,수,,53,서인석,조금제,466
18962,서울,2014-11-09,미,암,,50,서정하,구자선,444
18963,서울,2014-11-09,미,암,,50,하재흥,퓨리나코리아,482
18964,서울,2014-11-09,호,암,,52,임봉춘,곽승용,456
18965,서울,2014-11-09,한,수,,57,안해양,이관형,486
18966,서울,2014-11-09,한,수,,56,권승주,손병현,507
18967,서울,2014-11-09,한,수,,56,안병기,박재범,491
18968,서울,2014-11-09,한,수,,56.5,유재길,서부,517
18969,서울,2014-11-09,미,수,,54,임봉춘,박정웅,473
18970,서울,2014-11-09,한,수,,53,이희영,이종길,520
18971,서울,2014-11-09,한,수,,53,정지은,함병만,495
18972,서울,2014-11-09,한,수,,53,우창구,과천시설관리공단,457
18973,서울,2014-11-09,한,암,,49,강명준,베스트샤인조합,421
18974,서울,2014-11-09,한,암,,53,최영주,류근상,455
18975,서울,2014-11-09,한,암,,55,서범석,우빈레저,468
18976,서울,2014-11-09,미,암,,53,서인석,박철근,437
18977,서울,2014-11-09,미,암,,51,서인석,강용식,456
18978,서울,2014-11-09,뉴,암,,54,손영표,조금제,463
18979,서울,2014-11-09,미,암,,53,구자흥,이관형,457
18980,서울,2014-11-09,한,암,,54,정호익,백국인,415
18981,서울,2014-11-09,한,암,,50,최상식,오상철,460
18982,서울,2014-11-09,한,암,,53,홍대유,노병석,460
18983,서울,2014-11-09,한,암,,53,최용구,김병진,448
18984,서울,2014-11-09,한,암,,54,서인석,이용대,454
18985,서울,2014-11-09,한,암,,54,최상식,이기철,430
18986,서울,2014-11-09,한,암,,54,안병기,전성열,503
18987,서울,2014-11-09,한,암,,53,김동균,박준배,463
18988,서울,2014-11-09,한,암,,51,신우철,인천연합,389
18989,서울,2014-11-09,한,암,,55,김윤섭,조창규,435
18990,서울,2014-11-09,한,암,,55,임봉춘,김양호,476
18991,서울,2014-11-09,한,암,,55,양재철,함춘,434
18992,서울,2014-11-09,한,암,,51,홍대유,(주)에이에프피,422
18993,서울,2014-11-09,한,암,,54,배휴준,김용래,493
18994,서울,2014-11-09,한,암,,54,김윤섭,제주축산개발,446
18995,서울,2014-11-09,한,암,,54,송문길,박상선,447
18996,서울,2014-11-09,한,암,,53,양재철,조창규,459
18997,서울,2014-11-09,한,암,,54,김영관,김형란,516
18998,서울,2014-11-09,한,암,,53.5,지용훈,김영진,494
18999,서울,2014-11-09,한,암,,54,김대근,이종욱,437
19000,서울,2014-11-09,한,암,,50,손영표,정세능,460
19001,서울,2014-11-09,미,암,,52,최상식,장재형,505
19002,서울,2014-11-09,호,암,,53.5,서범석,신준수,486
19003,서울,2014-11-09,뉴,암,,53,손영표,최병권,485
19004,서울,2014-11-09,미,암,,52,이희영,김윤구,477
19005,서울,2014-11-09,미,암,,53,최용구,김호선,435
19006,서울,2014-11-09,한,암,,53,서홍수,허영희,456
19007,서울,2014-11-09,한,암,,54,최봉주,오호극,453
19008,서울,2014-11-09,한,암,,54,이신영,오종택,435
19009,서울,2014-11-09,한,암,,54,구자흥,지대섭,436
19010,서울,2014-11-09,한,암,,54,지용철,김선식,410
19011,서울,2014-11-09,미,암,,51.5,김순근,지대섭,428
19012,서울,2014-11-09,미,거,,51.5,최봉주,김호진,502
19013,서울,2014-11-09,한,거,,56.5,서정하,금악목장,451
19014,서울,2014-11-09,한,거,,58,심승태,김종욱,499
19015,서울,2014-11-09,한,거,,56.5,배휴준,김윤호,478
19016,서울,2014-11-09,한,수,,57,최영주,(주)비엠씨,495
19017,서울,2014-11-09,한,수,,55,최봉주,오종택,484
19018,서울,2014-11-09,한,수,,58,정호익,박정재,480
19019,서울,2014-11-09,한,수,,58,오문식,정광화,504
19020,서울,2014-11-09,한,수,,58,김영관,최상일,496
19021,서울,2014-11-09,한,수,,58,지용철,이수길,485
19022,서울,2014-11-09,한,수,,55.5,황영원,김철,504
19023,서울,2014-11-09,한,수,,53,김동균,박준배,480
19024,서울,2014-11-09,한,수,,55,양희진,박정재,483
19025,서울,2014-11-09,한,수,,56,박종곤,이웅열,446
19026,서울,2014-11-09,한,수,,56,안병기,이재진,491
19027,서울,2014-11-09,한,수,,55.5,심승태,장석영,470
19028,서울,2014-11-09,한,수,,53,김효섭,이관형,498
19029,서울,2014-11-09,한,수,,55,신우철,장석은,433
19030,서울,2014-11-09,한,수,,51,김호,이성헌,482
19031,서울,2014-11-09,한,수,,55,곽영효,김양호,476
19032,서울,2014-11-09,한,수,,53,배휴준,김양호,465
19033,서울,2014-11-09,한,수,,53,배대선,양길순,430
19034,서울,2014-11-09,한,수,,55,박희철,경규환,517
19035,서울,2014-11-09,한,수,,53,유재길,장동복,444
19036,서울,2014-11-09,한,수,,53,안해양,황은호,465
19037,서울,2014-11-09,한,수,,55,신우철,라온건설,481
19038,서울,2014-11-09,한,수,,55,유재길,세계건설(주),482
19039,서울,2014-11-09,한,수,,53,이희영,류중하,449
19040,서울,2014-11-09,한,수,,51,박병일,경림건설(주),510
19041,서울,2014-11-09,미,수,,52.5,김대근,최상섭,500
19042,서울,2014-11-09,미,수,,54.5,박종곤,허남이,473
19043,서울,2014-11-09,미,수,,51,지용철,오만준,493
19044,서울,2014-11-09,일,수,,53.5,김점오,박양호,511
19045,서울,2014-11-09,미,수,,56,김효섭,박재율,509
19046,서울,2014-11-09,미,수,,54,서인석,최문자,452
19047,서울,2014-11-09,미,수,,52.5,지용훈,오현주,429
19048,서울,2014-11-09,호,수,,52,김호,이성재,495
19049,서울,2014-11-09,한,수,,54.5,우창구,변갑한,469
19050,서울,2014-11-09,한,수,,55.5,서인석,오호극,492
19051,서울,2014-11-09,한,수,,54.5,최영주,함운일,511
19052,서울,2014-11-09,한,수,,56,민장기,이종훈,499
19053,서울,2014-11-09,미,수,,53,유재길,김재영,427
19054,서울,2014-11-09,미,수,,53,배휴준,고영욱,469
19055,서울,2014-11-09,미,수,,53,홍대유,이승준,507
19056,서울,2014-11-09,한,수,,50,손영표,정찬헌,470
19057,서울,2014-11-09,한,수,,53,김동균,김익영,433
19058,서울,2014-11-09,한,수,,53,박재우,베스트샤인조합,472
19059,서울,2014-11-09,한,거,,58,곽영효,한광세,517
19060,서울,2014-11-09,한,거,,56.5,심승태,조금제,489
19061,서울,2014-11-09,한,거,,57,박희철,정동진,455
19062,서울,2014-11-09,미,거,,54.5,배대선,박상헌,448
19063,서울,2014-11-09,미,거,,53,지용훈,남기태,456
19064,서울,2014-11-09,한,거,,56,정지은,권영규,531
19065,서울,2014-11-09,미,거,,56.5,안병기,전성열,474
19066,서울,2014-11-09,호,거,,55.5,정호익,박남성,496
19067,서울,2014-11-09,한,거,,55,김호,김휘남,493
19068,서울,2014-11-09,한,거,,56.5,이관호,박재홍,468
19069,서울,2014-11-09,한,거,,56,박병일,박수종,477
19070,서울,2014-11-09,한,거,,55,양희진,고창협,451
19071,서울,2014-11-09,한,거,,58,이상영,곽희원,521
19072,서울,2014-11-09,한,거,,56,문제복,오종환,488
19073,서울,2014-11-09,한,거,,58,임봉춘,구자선,468
19074,서울,2014-11-09,한,거,,57.5,박윤규,장석린외1인(신치구),421
19075,서울,2014-11-09,미,거,,56,김순근,세계건설(주),517
19076,서울,2014-11-09,한,거,,57,임봉춘,박정열,433
19077,서울,2014-11-09,한,거,,55,김효섭,조건진,467
19078,서울,2014-11-09,한,거,,55,배대선,이광수a,494
19079,서울,2014-11-09,미,거,,57,박흥진,변완석,508
19080,서울,2014-11-15,한,수,,55,허재영,김석헌,461
19081,서울,2014-11-15,한,수,,53,허재영,강홍수,454
19082,서울,2014-11-15,한,수,,53,정호익,최현기,492
19083,서울,2014-11-15,한,거,,57,최봉주,백동재,467
19084,서울,2014-11-15,한,거,,55,손영표,김지훈,474
19085,서울,2014-11-15,한,암,,54,황영원,이도명,404
19086,서울,2014-11-15,한,암,,58,정호익,백국인,444
19087,서울,2014-11-15,한,거,,54.5,이관호,김진엽,516
19088,서울,2014-11-15,한,거,,53.5,지용훈,하광호,443
19089,서울,2014-11-15,미,거,,52.5,송문길,박복용,482
19090,서울,2014-11-15,미,거,,52,김점오,김우식,544
19091,서울,2014-11-15,미,거,,55,박희철,정동진,515
19092,서울,2014-11-15,한,거,,54,정호익,박종율,486
19093,서울,2014-11-15,한,거,,55.5,박윤규,박덕희,534
19094,서울,2014-11-15,한,거,,54,배대선,이승근,455
19095,서울,2014-11-15,미,거,,55,박천서,박병룡,496
19096,서울,2014-11-15,미,거,,53,손영표,이재진,474
19097,서울,2014-11-15,미,거,,50,안병기,우태율,500
19098,서울,2014-11-15,한,거,,54,최상식,변갑한,509
19099,서울,2014-11-15,한,거,,57,지용훈,박시용,502
19100,서울,2014-11-15,한,거,,56,박윤규,박덕희,484
19101,서울,2014-11-15,한,거,,55,김동균,강태은,462
19102,서울,2014-11-15,한,거,,55,최용구,플래너스,496
19103,서울,2014-11-15,한,거,,57,양재철,함춘,440
19104,서울,2014-11-15,한,거,,53,박재우,이태식,460
19105,서울,2014-11-15,한,거,,53,지용훈,오현주,455
19106,서울,2014-11-15,한,거,,55,이희영,김상식,425
19107,서울,2014-11-15,한,거,,57,최영주,함운일,489
19108,서울,2014-11-15,한,거,,55,서정하,유정희,432
19109,서울,2014-11-15,한,거,,57,배대선,고영욱,551
19110,서울,2014-11-15,미,거,,54.5,박천서,류재욱,496
19111,서울,2014-11-15,미,수,,54.5,하재흥,우순근,466
19112,서울,2014-11-15,미,수,,53,지용훈,조용학,501
19113,서울,2014-11-15,한,수,,56.5,지용철,최성룡,493
19114,서울,2014-11-15,호,수,,51,우창구,명인환,492
19115,서울,2014-11-15,한,수,,53,배대선,이광수a,517
19116,서울,2014-11-15,한,수,,57,김양선,최영열,448
19117,서울,2014-11-15,한,수,,54,우창구,변갑한,483
19118,서울,2014-11-15,한,수,,53,서범석,신준수,474
19119,서울,2014-11-15,한,수,,54,임봉춘,로열패밀리,491
19120,서울,2014-11-15,한,수,,53,유재길,박정열,490
19121,서울,2014-11-15,한,수,,53.5,이신영,황은호,486
19122,서울,2014-11-15,미,수,,53,지용훈,남기태,487
19123,서울,2014-11-15,미,수,,55,손영표,최몽주,480
19124,서울,2014-11-15,한,수,,56,양희진,강홍수,468
19125,서울,2014-11-15,한,수,,53,박종곤,(주)수성,441
19126,서울,2014-11-15,한,수,,54,김윤섭,양길순,453
19127,서울,2014-11-15,미,수,,53,지용철,오만준,500
19128,서울,2014-11-15,미,수,,53,임봉춘,박치문,489
19129,서울,2014-11-15,미,수,,53,송문길,박형인,522
19130,서울,2014-11-15,한,수,,57,정지은,이해서,495
19131,서울,2014-11-15,한,수,,53,김양선,(주)나스카,517
19132,서울,2014-11-15,한,수,,55,박천서,라온건설,463
19133,서울,2014-11-15,한,수,,57,최상식,강균호,481
19134,서울,2014-11-15,한,수,,53,김윤섭,권인택,493
19135,서울,2014-11-15,한,수,,55,서홍수,이미경,505
19136,서울,2014-11-15,한,수,,53,이신영,박성식,484
19137,서울,2014-11-15,한,수,,55,곽영효,전영채,491
19138,서울,2014-11-15,한,수,,53,황영원,고제광,438
19139,서울,2014-11-15,한,수,,53,정호익,김태성,493
19140,서울,2014-11-15,한,수,,53,유재길,김수경,452
19141,서울,2014-11-15,한,수,,54,박대흥,김원숙,462
19142,서울,2014-11-15,한,수,,54,허재영,문석현,470
19143,서울,2014-11-15,미,수,,52.5,박종곤,허남이,491
19144,서울,2014-11-15,미,수,,53.5,김대근,한일사료,534
19145,서울,2014-11-15,미,수,,56,안병기,우태율,470
19146,서울,2014-11-15,미,수,,52.5,안병기,전성열,476
19147,서울,2014-11-15,미,수,,54.5,임봉춘,박정웅,510
19148,서울,2014-11-15,미,수,,55.5,양희진,류재욱,486
19149,서울,2014-11-15,미,수,,54,김양선,강석대,538
19150,서울,2014-11-15,한,수,,52.5,서인석,고창범,478
19151,서울,2014-11-15,한,수,,53,이신영,피닉스,470
19152,서울,2014-11-15,한,수,,52,최봉주,오호극,505
19153,서울,2014-11-15,한,수,,57,배휴준,오상철,500
19154,서울,2014-11-15,한,수,,54,김점오,문창완,461
19155,서울,2014-11-15,미,수,,52.5,서범석,신준수,497
19156,서울,2014-11-15,미,수,,53,김동균,김태성,517
19157,서울,2014-11-15,미,암,,53,이신영,라온건설,528
19158,서울,2014-11-15,미,암,,53,박희철,김재영,477
19159,서울,2014-11-15,한,암,,55,서정하,로열패밀리,478
19160,서울,2014-11-15,한,암,,51,김효섭,강균호,475
19161,서울,2014-11-15,한,암,,53,신삼영,최상기,465
19162,서울,2014-11-15,한,암,,55,박종곤,최명균,455
19163,서울,2014-11-15,한,암,,55,허재영,우상우,490
19164,서울,2014-11-15,한,암,,50.5,이관호,이상승,435
19165,서울,2014-11-15,한,암,,53.5,우창구,명인환,430
19166,서울,2014-11-15,한,암,,55.5,허재영,조병해,464
19167,서울,2014-11-15,한,암,,53,양재철,함춘,410
19168,서울,2014-11-15,한,암,,54,김학수,전기섭,413
19169,서울,2014-11-15,한,암,,54,심승태,김종욱,471
19170,서울,2014-11-15,한,암,,53,김순근,김창식,485
19171,서울,2014-11-15,한,암,,53.5,곽영효,한광세,427
19172,서울,2014-11-15,한,암,,52.5,배대선,구자선,451
19173,서울,2014-11-15,한,암,,54.5,구자흥,이두표,491
19174,서울,2014-11-15,한,암,,53,서정하,송진석,476
19175,서울,2014-11-15,한,암,,53.5,손영표,정안,465
19176,서울,2014-11-15,한,암,,50,정호익,박남성,517
19177,서울,2014-11-15,한,암,,53.5,서홍수,김영구,481
19178,서울,2014-11-15,한,암,,55.5,신삼영,드림커뮤니티,478
19179,서울,2014-11-15,한,암,,53,유재길,박정열,451
19180,서울,2014-11-15,한,암,,55.5,김동균,박준배,491
19181,서울,2014-11-15,한,암,,53,허재영,광장마레,431
19182,서울,2014-11-15,한,암,,56.5,구자흥,김성규,431
19183,서울,2014-11-15,한,암,,55,임봉춘,김진태a,470
19184,서울,2014-11-15,한,암,,50.5,김호,김경민,458
19185,서울,2014-11-15,한,암,,55.5,김효섭,이종욱,455
19186,서울,2014-11-15,미,암,,52.5,박흥진,변완석,477
19187,서울,2014-11-15,미,암,,54,신우철,권경자,475
19188,서울,2014-11-15,미,암,,54,이관호,김창식,496
19189,서울,2014-11-15,미,암,,55,이신영,라온건설,455
19190,서울,2014-11-15,한,암,,51,강명준,권인택,483
19191,서울,2014-11-15,한,암,,53,최상식,장재형,440
19192,서울,2014-11-15,한,암,,53,박윤규,윤훈현,460
19193,서울,2014-11-15,한,암,,54,서인석,박준배,438
19194,서울,2014-11-15,한,암,,54,구자흥,안희철,510
19195,서울,2014-11-15,한,암,,53,하재흥,지성한,475
19196,서울,2014-11-15,한,암,,53,곽영효,김양호,445
19197,서울,2014-11-15,한,암,,53,김순근,조창석,453
19198,서울,2014-11-15,한,암,,53,김점오,김덕환,468
19199,서울,2014-11-15,한,암,,53,송문길,서순배,429
19200,서울,2014-11-15,한,암,,51,배휴준,권택종,461
19201,서울,2014-11-15,한,암,,54,김윤섭,김채겸,396
19202,서울,2014-11-15,한,암,,51,양희진,구경회,435
19203,서울,2014-11-15,한,수,,56.5,안병기,박남성,506
19204,서울,2014-11-15,한,수,,54,김대근,현태봉,501
19205,서울,2014-11-15,한,수,,54,구자흥,이관형,465
19206,서울,2014-11-16,한,거,,53,이관호,차영희,441
19207,서울,2014-11-16,미,거,,56.5,박재우,서순배,452
19208,서울,2014-11-16,한,거,,54,손영표,정찬헌,483
19209,서울,2014-11-16,한,거,,57,하재흥,최문자,440
19210,서울,2014-11-16,한,거,,57,최영주,최홍일,459
19211,서울,2014-11-16,한,수,,53.5,박희철,이효선,475
19212,서울,2014-11-16,한,수,,54,이관호,김재용,476
19213,서울,2014-11-16,한,수,,54,박재우,최몽주,472
19214,서울,2014-11-16,한,수,,56.5,서정하,김창식,515
19215,서울,2014-11-16,한,수,,56,심승태,장철환,458
19216,서울,2014-11-16,한,수,,55,박병일,박양호,454
19217,서울,2014-11-16,미,수,,54.5,안병기,우태율,503
19218,서울,2014-11-16,한,수,,55,하재흥,(주)늘푸른목장,494
19219,서울,2014-11-16,한,수,,53,김학수,김주성,454
19220,서울,2014-11-16,한,수,,53,서범석,우빈레저,483
19221,서울,2014-11-16,한,수,,53,박희철,오영익,464
19222,서울,2014-11-16,한,수,,53,김동균,정덕용,480
19223,서울,2014-11-16,한,수,,50,이관호,김재용,464
19224,서울,2014-11-16,미,수,,53,송문길,김형실,516
19225,서울,2014-11-16,미,수,,53,임봉춘,박정웅,465
19226,서울,2014-11-16,한,수,,55.5,김동균,박준배,518
19227,서울,2014-11-16,한,수,,57,유재길,이건행,519
19228,서울,2014-11-16,한,수,,54.5,임봉춘,정안,460
19229,서울,2014-11-16,한,수,,53,이신영,라온건설,502
19230,서울,2014-11-16,한,수,,53,배휴준,김윤호,478
19231,서울,2014-11-16,미,수,,53.5,유재길,서부,508
19232,서울,2014-11-16,미,수,,56.5,임봉춘,박정웅,500
19233,서울,2014-11-16,미,수,,53,지용훈,박시용,491
19234,서울,2014-11-16,미,수,,56.5,박윤규,박기태,501
19235,서울,2014-11-16,미,수,,53,배휴준,(주)비엠씨,508
19236,서울,2014-11-16,미,수,,55.5,지용철,최성룡,495
19237,서울,2014-11-16,미,수,,57,김대근,김경민,497
19238,서울,2014-11-16,한,수,,56.5,박재우,최몽주,493
19239,서울,2014-11-16,한,수,,52,김학수,박재범,465
19240,서울,2014-11-16,한,수,,55,신삼영,드림커뮤니티,484
19241,서울,2014-11-16,미,수,,54,안병기,박형인,454
19242,서울,2014-11-16,한,암,,54,신삼영,드림커뮤니티,449
19243,서울,2014-11-16,한,암,,51,유재길,김수경,443
19244,서울,2014-11-16,한,암,,53,지용철,최성룡,476
19245,서울,2014-11-16,한,암,,54,박종곤,김재용,480
19246,서울,2014-11-16,한,암,,54,안해양,포트폴리오,452
19247,서울,2014-11-16,한,암,,54,김효섭,조금제,436
19248,서울,2014-11-16,한,암,,54,김학수,이건행,440
19249,서울,2014-11-16,한,암,,50,양재철,김윤기,443
19250,서울,2014-11-16,한,암,,53,배대선,최홍일,499
19251,서울,2014-11-16,한,암,,54,김양선,홍평우,418
19252,서울,2014-11-16,한,암,,53,서인석,강용식,462
19253,서울,2014-11-16,한,암,,51,신삼영,조창석,461
19254,서울,2014-11-16,한,암,,54,김학수,안영환,431
19255,서울,2014-11-16,미,수,,53,이신영,황은호,488
19256,서울,2014-11-16,한,수,,55,유재길,세계건설(주),503
19257,서울,2014-11-16,미,암,,54,김양선,홍평우,505
19258,서울,2014-11-16,한,암,,54,정호익,박남성,449
19259,서울,2014-11-16,한,암,,53,김대근,이종욱,437
19260,서울,2014-11-16,한,암,,54,서정하,구자선,462
19261,서울,2014-11-16,한,암,,53,정지은,김창만,480
19262,서울,2014-11-16,한,암,,54,안해양,이관형,451
19263,서울,2014-11-16,한,암,,51,안병기,박재범,466
19264,서울,2014-11-16,한,암,,54,지용철,최성룡,426
19265,서울,2014-11-16,한,암,,54,박윤규,신건호,439
19266,서울,2014-11-16,한,암,,54,김양선,장석영,483
19267,서울,2014-11-16,한,암,,54,양희진,고영욱,440
19268,서울,2014-11-16,한,암,,50,강명준,권인택,449
19269,서울,2014-11-16,한,암,,52,양재철,함춘,441
19270,서울,2014-11-16,미,암,,55,김점오,고영욱,431
19271,서울,2014-11-16,미,암,,52,박병일,플래너스,471
19272,서울,2014-11-16,미,암,,53,김순근,김순주,456
19273,서울,2014-11-16,미,암,,53,안병기,이재진,456
19274,서울,2014-11-16,한,암,,52,배휴준,황수웅,454
19275,서울,2014-11-16,한,암,,54,신삼영,오호극,486
19276,서울,2014-11-16,한,암,,53,황영원,고제광,386
19277,서울,2014-11-16,한,암,,53,이희영,베스트샤인조합,495
19278,서울,2014-11-16,한,암,,53,박대흥,(주)케이씨피,469
19279,서울,2014-11-16,캐,거,,52,하재흥,이미양,544
19280,서울,2014-11-16,한,거,,51,서범석,(주)녹원목장,446
19281,서울,2014-11-16,한,거,,55,박대흥,지원철,492
19282,서울,2014-11-16,미,거,,57,지용훈,오현주,505
19283,서울,2014-11-16,한,암,,50,안병기,박정열,458
19284,서울,2014-11-16,한,암,,53,김양선,(주)나스카,480
19285,서울,2014-11-16,한,암,,53,구자흥,김호선,445
19286,서울,2014-11-16,한,암,,54,서정하,이창용,465
19287,서울,2014-11-16,한,암,,54,김순근,최동천,448
19288,서울,2014-11-16,한,암,,54,최상식,제일사료(주),479
19289,서울,2014-11-16,한,암,,55,최영주,김용래,464
19290,서울,2014-11-16,미,암,,54,김양선,유희태,470
19291,서울,2014-11-16,호,암,,50.5,서인석,고영욱,465
19292,서울,2014-11-16,한,암,,53,박윤규,김성규,470
19293,서울,2014-11-16,한,암,,54.5,안해양,김석헌,452
19294,서울,2014-11-16,한,암,,53,배휴준,오상철,486
19295,서울,2014-11-16,한,암,,51,박재우,양무승,463
19296,서울,2014-11-16,한,암,,51,김효섭,이용대,432
19297,서울,2014-11-16,한,암,,54,서인석,조창규,468
19298,서울,2014-11-16,한,암,,54,김순근,권태우,477
19299,서울,2014-11-16,한,수,,57.5,지용훈,이선호,510
19300,서울,2014-11-16,호,수,,57.5,임봉춘,장세창,471
19301,서울,2014-11-16,한,수,,55,신우철,(주)비엠씨,528
19302,서울,2014-11-16,한,수,,53,김양선,강석대,492
19303,서울,2014-11-16,한,수,,54,최봉주,(주)케이씨피,435
19304,서울,2014-11-16,한,수,,54.5,최영주,류근상,466
19305,서울,2014-11-16,한,수,,53.5,안병기,우태율,454
19306,서울,2014-11-16,한,수,,52,김호,이종욱,487
19307,서울,2014-11-16,한,수,,55,지용철,김선식,519
19308,서울,2014-11-16,한,거,,56,김효섭,민형근,494
19309,서울,2014-11-16,한,거,,53,배대선,박상헌,460
19310,서울,2014-11-16,한,거,,54,박희철,김양호,515
19311,서울,2014-11-16,한,거,,55,최봉주,오호극,475
19312,서울,2014-11-16,한,거,,51,양희진,최현기,473
19313,서울,2014-11-16,한,거,,55,박재우,이태식,411
19314,서울,2014-11-16,뉴,거,,52,정호익,백국인,533
19315,서울,2014-11-16,한,거,,55.5,박천서,장철환,467
19316,서울,2014-11-16,한,거,,56,박대흥,남승현,505
19317,서울,2014-11-16,한,거,,55,정호익,김근영,441
19318,서울,2014-11-16,한,거,,55.5,배휴준,이성재,502
19319,서울,2014-11-16,한,거,,55,배대선,이수홍,449
19320,서울,2014-11-16,한,거,,58.5,박흥진,김도윤,475
19321,서울,2014-11-22,미,암,,53,서범석,(주)성은,486
19322,서울,2014-11-22,미,암,,50,안병기,우태율,460
19323,서울,2014-11-22,미,암,,53,정지은,강동구,480
19324,서울,2014-11-22,한,암,,51,유재길,허건호,409
19325,서울,2014-11-22,한,암,,53,서홍수,이미경,451
19326,서울,2014-11-22,한,암,,54,박희철,김재영,456
19327,서울,2014-11-22,한,암,,54,허재영,고창범,462
19328,서울,2014-11-22,한,암,,54,최봉주,조동식,449
19329,서울,2014-11-22,한,암,,55,안해양,우빈레저,476
19330,서울,2014-11-22,한,암,,54,김점오,김종식,424
19331,서울,2014-11-22,한,암,,54,지용철,임수복,483
19332,서울,2014-11-22,한,암,,53,서인석,김광두,448
19333,서울,2014-11-22,한,암,,54,유재길,이미양,476
19334,서울,2014-11-22,한,암,,53,김호,이종욱,504
19335,서울,2014-11-22,한,암,,53.5,임봉춘,김진태a,472
19336,서울,2014-11-22,한,암,,53,임봉춘,청호컴넷(주),449
19337,서울,2014-11-22,한,암,,53.5,홍대유,정춘복,435
19338,서울,2014-11-22,한,암,,52.5,우창구,이석웅 ,450
19339,서울,2014-11-22,한,암,,54,박병일,허영희,470
19340,서울,2014-11-22,한,암,,52.5,김순근,안태건,441
19341,서울,2014-11-22,미,암,,53,정호익,권경자,0
19342,서울,2014-11-22,한,암,,53.5,신삼영,최상기,450
19343,서울,2014-11-22,미,암,,51,심승태,김종욱,476
19344,서울,2014-11-22,한,암,,52,황영원,고제광,505
19345,서울,2014-11-22,한,암,,52,황영원,청호컴넷(주),426
19346,서울,2014-11-22,미,암,,51.5,신우철,조진환,459
19347,서울,2014-11-22,한,암,,55,김호,이종원,502
19348,서울,2014-11-22,한,암,,54,최상식,장재형,434
19349,서울,2014-11-22,한,암,,53,김순근,박재천,498
19350,서울,2014-11-22,한,암,,53,김윤섭,박형인,472
19351,서울,2014-11-22,한,암,,53,이관호,박재범,435
19352,서울,2014-11-22,한,암,,54,최상식,조동식,467
19353,서울,2014-11-22,한,암,,53,박윤규,박덕희,463
19354,서울,2014-11-22,한,암,,54,김순근,김재성,439
19355,서울,2014-11-22,한,암,,54,구자흥,지대섭,436
19356,서울,2014-11-22,한,암,,53,황영원,장원철,478
19357,서울,2014-11-22,한,암,,53,배휴준,허영희,511
19358,서울,2014-11-22,한,거,,51,양희진,박정재,506
19359,서울,2014-11-22,한,거,,51,신삼영,이선종,442
19360,서울,2014-11-22,한,거,,54,이신영,최종환,463
19361,서울,2014-11-22,미,거,,55.5,신우철,김두식,462
19362,서울,2014-11-22,미,거,,54.5,우창구,이보원,461
19363,서울,2014-11-22,한,거,,56.5,서범석,우빈레저,485
19364,서울,2014-11-22,한,거,,53.5,박흥진,오왕근,432
19365,서울,2014-11-22,한,거,,54.5,양희진,최현기,542
19366,서울,2014-11-22,한,거,,55.5,박병일,강균호,439
19367,서울,2014-11-22,한,거,,55.5,송문길,김길중,445
19368,서울,2014-11-22,한,거,,56.5,김학수,김명식,450
19369,서울,2014-11-22,한,거,,55,정호익,박재범,495
19370,서울,2014-11-22,한,거,,55,정호익,이기철,468
19371,서울,2014-11-22,한,거,,57.5,지용훈,남기태,488
19372,서울,2014-11-22,한,거,,57,김순근,강충모,451
19373,서울,2014-11-22,한,거,,54,배대선,이수홍,448
19374,서울,2014-11-22,한,수,,56,강명준,권인택,454
19375,서울,2014-11-22,한,수,,57,하재흥,지성한,472
19376,서울,2014-11-22,한,수,,56,박재우,베스트샤인조합,502
19377,서울,2014-11-22,한,수,,55.5,서범석,지원철,488
19378,서울,2014-11-22,한,수,,53,유재길,김수경,454
19379,서울,2014-11-22,미,수,,53,김호,장재형,482
19380,서울,2014-11-22,미,수,,53,양재철,김성진,455
19381,서울,2014-11-22,한,수,,55,김효섭,이용대,481
19382,서울,2014-11-22,한,수,,52,배대선,(주)성은,459
19383,서울,2014-11-22,한,수,,50,안병기,박재범,467
